target,prior_sd,N,spectrum,edge,M,data_noise,seed,alpha,beta,gain,rmse,clamp,legendre_clamp,broke
steep_right,2.0,64,se,0.85,60,0.001,3,3.2055343592501933,-0.6707411187578679,10.95962822847784,0.07469664169563515,1.9280483579209403e-05,0.018751203421356628,False
vanishing,2.0,16,se,0.85,60,0.001,3,-0.6175643464227363,-0.4937624536602875,0.9553071684342171,0.10835998914373374,0.09815920916843059,0.6384237190933957,False
vanishing,2.0,24,se,0.85,60,0.001,3,-0.6779027877549432,-0.7414171278689332,1.693091649820758,0.03179809935668925,0.007546534780562251,0.022515993118728303,False
vanishing,2.0,32,se,0.85,60,0.001,3,-0.6899614235710532,-0.7515059018557628,1.7912650579370393,0.01955992126822289,0.0004449417657161865,0.0023401386856496203,False
vanishing,2.0,48,se,0.85,60,0.001,3,-0.6898592981808818,-0.7515914659376283,1.7911906846939019,0.019573321204874608,0.0004432503055129838,0.00235027825853832,False
vanishing,2.0,64,se,0.85,60,0.001,3,-0.6898595256598012,-0.7515916327791436,1.791191140497176,0.019573319407854672,0.00044325046121776603,0.002350278258173754,False
ramp_right,2.0,30,se,0.85,60,0.001,3,1.3681241310935688,-0.8713673337136336,2.26218509373993,0.003905534845972315,0.003108742913519232,0.0004667045907752385,False
ramp_right,2.0,30,exp,0.85,60,0.001,3,1.1679247017711791,-0.8647568810694368,1.8224738760175399,0.004008923038086629,0.00045151386616333513,0.001454561575963962,False
ramp_right,2.0,30,matern,0.85,60,0.001,3,0.8151056250899151,-0.8245223536798696,1.4170115340615155,0.007025155863105334,0.019847675296260515,0.02595340146153457,False
ramp_right,2.0,30,sll,0.85,60,0.001,3,0.1354899660920581,-0.8718591064392729,1.4108207206226098,0.00869939181090329,0.025672807021736632,0.04105469145182708,False
steep_right,2.0,30,se,0.85,60,0.001,3,3.2055324197581783,-0.6707410286873592,10.959626906469083,0.07469138157676397,1.9280679119727005e-05,0.018751203421283676,False
steep_right,2.0,30,exp,0.85,60,0.001,3,3.0023543417856953,-0.7147621824193959,9.62746720352709,0.03691833031358375,0.0003405446263300519,0.041719660010628906,False
steep_right,2.0,30,matern,0.85,60,0.001,3,2.938005015708281,-0.6905798951678596,9.080547232172165,0.0768856087408604,0.00042473863685726384,0.06871111967968456,False
steep_right,2.0,30,sll,0.85,60,0.001,3,2.8499323751469032,-0.7146218144103409,8.831716111946463,0.08896430176159988,0.000498783522343606,0.06499212837069018,False
vanishing,2.0,30,se,0.85,60,0.001,3,-0.690391549414767,-0.7509520859243582,1.7874298588273234,0.01962401361479087,0.00042738465264742693,0.00235696008329252,False
vanishing,2.0,30,exp,0.85,60,0.001,3,-0.7669006201149077,-0.7966543362735748,2.2910506446130725,0.033184348321106984,0.0170750275544595,0.20700279055933465,False
vanishing,2.0,30,matern,0.85,60,0.001,3,-0.7180579954714623,-0.7273795424045439,1.8807980633418993,0.04381927216267472,0.00837099818687288,0.027015563335225198,False
vanishing,2.0,30,sll,0.85,60,0.001,3,-0.7401430128041453,-0.7468144488085424,2.2602564350874843,0.0433166454932383,0.007084363022267209,0.03069977487096894,False
ramp_right,2.0,30,se,0.7,60,0.001,3,1.284396409622448,-0.8509949340125011,2.1934193753050693,0.00401821765581303,0.0059396432840271626,0.001566019406415779,False
ramp_right,2.0,30,se,0.8,60,0.001,3,1.3469283830055407,-0.8659865527018068,2.254265315257584,0.003926829313550205,0.004574315106448386,0.00018459793776260143,False
ramp_right,2.0,30,se,0.85,60,0.001,3,1.3681241310935688,-0.8713673337136336,2.26218509373993,0.003905534845972315,0.003108742913519232,0.0004667045907752385,False
ramp_right,2.0,30,se,0.9,60,0.001,3,1.3816463470108205,-0.8752700805267151,2.2550079422311455,0.0039055861149608455,0.0018077591765798824,0.00041345198788516095,False
ramp_right,2.0,30,se,0.95,60,0.001,3,1.3877320263530457,-0.8777930823667192,2.23419174484917,0.003923641374379674,0.0006855577238181769,0.0011054167121886114,False
ramp_right,2.0,30,se,0.999,60,0.001,3,1.3874461269230083,-0.8791212300875826,2.2030599967798423,0.003952832262207112,0.00024683740335107164,0.0016482008491827502,False
steep_right,2.0,30,se,0.7,60,0.001,3,3.8974819148280933,-0.6564815388451606,9.47717907790826,0.24869564530033936,4.1511305114305917e-07,0.3292489088081921,False
steep_right,2.0,30,se,0.8,60,0.001,3,3.413078882055241,-0.6584735228967502,9.990647886947073,0.11912777643853074,1.3053422107795024e-05,0.011198245535612817,False
steep_right,2.0,30,se,0.85,60,0.001,3,3.2055324197581783,-0.6707410286873592,10.959626906469083,0.07469138157676397,1.9280679119727005e-05,0.018751203421283676,False
steep_right,2.0,30,se,0.9,60,0.001,3,2.936981178029903,-0.6893441466578236,11.911661859198574,0.09733316157619652,0.00017757493936387627,0.045020019550590276,False
steep_right,2.0,30,se,0.95,60,0.001,3,2.70027145886033,-0.7057256704942594,11.969883427962088,0.07742733637819868,0.001093789091285137,0.0502749883310824,False
steep_right,2.0,30,se,0.999,60,0.001,3,2.6908733735140964,-0.7102806439096403,11.437814216691834,0.030921492568016355,0.0034844326396321875,0.004359547194391679,False
vanishing,2.0,30,se,0.7,60,0.001,3,-0.49685836367307334,-0.62925868613268,0.5543697972499899,0.056284063434872904,0.0002909712601429691,0.00039280987315634886,False
vanishing,2.0,30,se,0.8,60,0.001,3,-0.6383003559704139,-0.6972572757755473,1.1810923330174035,0.02861139659169358,0.0003941922364949272,0.001768685786862751,False
vanishing,2.0,30,se,0.85,60,0.001,3,-0.690391549414767,-0.7509520859243582,1.7874298588273234,0.01962401361479087,0.00042738465264742693,0.00235696008329252,False
vanishing,2.0,30,se,0.9,60,0.001,3,-0.7423745642947137,-0.7928081178325818,2.5693434915052933,0.01991807090265559,0.0022463080565223595,0.009008524867869027,False
vanishing,2.0,30,se,0.95,60,0.001,3,-0.7891884582321781,-0.8280760285075688,3.7023378416661004,0.022722143381606125,0.009513446675161255,0.07700020875659375,False
